Age,Income,Expences,Gender,Company,Loan
56,708000,623040,M,Rank 3,Rejected
56,335000,294800,M,Rank 3,Rejected
44,1329000,1129650,M,Rank 2,Rejected
37,453000,389580,M,Rank 3,Rejected
46,914000,786040,M,Rank 2,Rejected
57,1225000,1041250,M,Rank 2,Rejected
46,1138000,978680,M,Rank 2,Rejected
38,1147000,1009360,M,Rank 2,Rejected
34,1104000,971520,M,Rank 2,Rejected
50,878000,763860,M,Rank 2,Rejected
28,1219000,1011770,M,Rank 2,Rejected
27,811000,697460,M,Rank 2,Rejected
53,830000,713800,M,Rank 2,Rejected
57,1211000,1017240,M,Rank 2,Rejected
57,1098000,966240,M,Rank 2,Rejected
36,1308000,1085640,M,Rank 2,Rejected
33,223000,214080,M,Rank 3,Rejected
29,1248000,1035840,M,Rank 2,Rejected
49,482000,419340,M,Rank 3,Rejected
56,595000,523600,M,Rank 3,Rejected
32,921000,801270,M,Rank 2,Rejected
42,811000,705570,M,Rank 2,Rejected
33,415000,365200,M,Rank 3,Rejected
51,739000,650320,M,Rank 3,Rejected
42,738000,634680,M,Rank 3,Rejected
52,1246000,1046640,M,Rank 2,Rejected
26,808000,694880,M,Rank 2,Rejected
47,821000,722480,M,Rank 2,Rejected
52,833000,733040,M,Rank 2,Rejected
46,1354000,1150900,M,Rank 2,Rejected
58,920000,800400,M,Rank 2,Rejected
35,1151000,989860,M,Rank 2,Rejected
32,1036000,890960,M,Rank 2,Rejected
27,941000,828080,M,Rank 2,Rejected
41,1365000,1160250,M,Rank 2,Rejected
29,1287000,1093950,M,Rank 2,Rejected
44,436000,379320,M,Rank 3,Rejected
40,647000,556420,M,Rank 3,Rejected
59,956000,841280,M,Rank 2,Rejected
56,245000,232750,M,Rank 3,Rejected
32,636000,559680,M,Rank 3,Rejected
49,1187000,1032690,M,Rank 2,Rejected
47,1330000,1117200,M,Rank 2,Rejected
30,1362000,1144080,M,Rank 2,Rejected
35,704000,605440,M,Rank 3,Rejected
37,604000,531520,M,Rank 3,Rejected
52,477000,414990,M,Rank 3,Rejected
58,776000,675120,M,Rank 3,Rejected
42,1023000,879780,M,Rank 2,Rejected
41,1344000,1142400,M,Rank 2,Rejected
54,1250000,1037500,M,Rank 2,Rejected
28,1267000,1051610,M,Rank 2,Rejected
61,635000,552450,M,Rank 3,Rejected
36,1323000,1124550,M,Rank 2,Rejected
59,875000,770000,M,Rank 2,Rejected
40,1323000,1111320,M,Rank 2,Rejected
57,1016000,883920,M,Rank 2,Rejected
32,814000,708180,M,Rank 2,Rejected
34,1381000,1173850,M,Rank 2,Rejected
45,671000,577060,M,Rank 3,Rejected
44,865000,743900,M,Rank 2,Rejected
56,1223000,1015090,M,Rank 2,Rejected
28,1345000,1116350,M,Rank 2,Rejected
33,574000,493640,M,Rank 3,Rejected
61,693000,609840,M,Rank 3,Rejected
29,1189000,1022540,M,Rank 2,Rejected
48,1357000,1153450,M,Rank 2,Rejected
61,946000,832480,M,Rank 2,Rejected
40,869000,764720,M,Rank 2,Rejected
41,1310000,1087300,M,Rank 2,Rejected
29,1062000,923940,M,Rank 2,Rejected
54,762000,662940,M,Rank 3,Rejected
51,706000,621280,M,Rank 3,Rejected
58,778000,669080,M,Rank 3,Rejected
26,380000,334400,M,Rank 3,Rejected
29,688000,605440,M,Rank 3,Rejected
57,751000,653370,M,Rank 3,Rejected
53,514000,447180,M,Rank 3,Rejected
55,335000,291450,M,Rank 3,Rejected
28,1104000,949440,M,Rank 2,Rejected
54,917000,797790,M,Rank 2,Rejected
26,1157000,1006590,M,Rank 2,Rejected
53,940000,808400,M,Rank 2,Rejected
54,940000,808400,M,Rank 2,Rejected
42,1394000,1157020,M,Rank 2,Rejected
26,762000,655320,M,Rank 3,Rejected
44,334000,293920,M,Rank 3,Rejected
31,1264000,1061760,M,Rank 2,Rejected
60,1235000,1025050,M,Rank 2,Rejected
62,829000,1031900,F,Rank 2,Rejected
29,529000,426300,F,Rank 1,Rejected
45,881000,1109710,F,Rank 2,Rejected
62,814000,773140,F,Rank 2,Rejected
62,723000,700040,F,Rank 3,Rejected
27,577000,1147440,F,Rank 3,Rejected
55,1215000,331100,F,Rank 2,Rejected
53,1242000,970080,F,Rank 1,Rejected
27,570000,964060,F,Rank 3,Rejected
59,749000,327360,F,Rank 3,Rejected
32,578000,579420,F,Rank 3,Rejected
45,874000,532440,F,Rank 2,Rejected
68,1064000,579920,F,Rank 2,Rejected
33,469000,481600,F,Rank 3,Rejected
56,1157000,765600,F,Rank 2,Rejected
31,531000,700900,F,Rank 3,Rejected
51,1210000,1161950,F,Rank 2,Rejected
40,938000,1042800,F,Rank 2,Rejected
50,1278000,333680,F,Rank 2,Rejected
64,822000,1034880,F,Rank 2,Rejected
28,484000,933680,F,Rank 1,Rejected
34,307000,783200,F,Rank 1,Rejected
53,1217000,473860,F,Rank 2,Rejected
57,1084000,345390,F,Rank 2,Rejected
41,830000,890880,F,Rank 2,Rejected
59,1088000,698720,F,Rank 2,Rejected
38,1024000,540080,F,Rank 2,Rejected
26,503000,902140,F,Rank 3,Rejected
35,391000,268320,F,Rank 3,Rejected
37,704000,922780,F,Rank 3,Rejected
52,1297000,482850,F,Rank 1,Rejected
39,865000,566740,F,Rank 2,Rejected
57,778000,368010,F,Rank 3,Rejected
50,1203000,590820,F,Rank 1,Rejected
60,862000,742720,F,Rank 2,Rejected
55,1241000,1023990,F,Rank 2,Rejected
51,1265000,735150,F,Rank 2,Rejected
63,1011000,372240,F,Rank 2,Rejected
57,743000,817800,F,Rank 3,Rejected
68,970000,844520,F,Rank 2,Rejected
62,1041000,267520,F,Rank 1,Rejected
65,914000,1071000,F,Rank 1,Rejected
28,490000,477630,F,Rank 3,Rejected
53,1294000,1065050,F,Rank 2,Rejected
56,1142000,533200,F,Rank 2,Rejected
70,1027000,294120,F,Rank 2,Rejected
38,640000,630750,F,Rank 1,Rejected
41,977000,1182350,F,Rank 2,Rejected
31,345000,286000,F,Rank 1,Rejected
54,1272000,603780,F,Rank 2,Rejected
65,996000,583440,F,Rank 1,Rejected
46,816000,696080,F,Rank 2,Rejected
66,1044000,881760,F,Rank 2,Rejected
27,499000,827200,F,Rank 3,Rejected
68,1053000,785180,F,Rank 2,Rejected
42,1042000,1092280,F,Rank 2,Rejected
45,915000,651200,F,Rank 2,Rejected
65,733000,654240,F,Rank 3,Rejected
59,757000,649300,F,Rank 3,Rejected
42,794000,1011770,F,Rank 3,Rejected
26,300000,804960,F,Rank 3,Rejected
36,721000,1146600,F,Rank 3,Rejected
46,744000,967440,F,Rank 1,Rejected
70,806000,1134610,F,Rank 2,Rejected
64,933000,491920,F,Rank 2,Rejected
48,886000,342780,F,Rank 2,Rejected
35,320000,878920,F,Rank 3,Rejected
33,488000,624660,F,Rank 3,Rejected
46,659000,922780,F,Rank 3,Rejected
36,1078000,731860,F,Rank 2,Rejected
38,763000,278640,F,Rank 3,Rejected
68,840000,628140,F,Rank 2,Rejected
39,602000,605440,F,Rank 3,Rejected
62,914000,577060,F,Rank 2,Rejected
27,393000,655110,F,Rank 1,Rejected
56,1145000,1069870,F,Rank 2,Rejected
45,650000,301860,F,Rank 1,Rejected
39,836000,1128800,F,Rank 2,Rejected
38,781000,663920,F,Rank 3,Rejected
46,966000,887520,F,Rank 2,Rejected
33,588000,1139040,F,Rank 3,Rejected
46,873000,435160,F,Rank 2,Rejected
43,610000,597690,F,Rank 3,Rejected
67,770000,568460,F,Rank 3,Rejected
43,647000,973280,F,Rank 3,Rejected
25,246000,697740,F,Rank 3,Rejected
61,758000,1037520,F,Rank 1,Rejected
33,342000,1003620,F,Rank 3,Rejected
43,960000,970940,F,Rank 1,Rejected
70,701000,521160,F,Rank 3,Rejected
32,426000,1117750,F,Rank 3,Rejected
29,466000,1091160,F,Rank 1,Rejected
38,1033000,510400,F,Rank 2,Rejected
39,885000,773430,F,Rank 2,Rejected
31,385000,1038240,F,Rank 3,Rejected
33,433000,804100,F,Rank 3,Rejected
42,1050000,970920,F,Rank 2,Rejected
42,703000,1025730,F,Rank 3,Rejected
59,1010000,581360,F,Rank 2,Rejected
28,327000,641190,F,Rank 3,Rejected
65,1086000,928400,F,Rank 2,Rejected
61,981000,1048050,F,Rank 2,Rejected
63,1066000,1108400,F,Rank 2,Rejected
54,1246000,1026710,F,Rank 2,Rejected
38,869000,1154530,F,Rank 2,Rejected
43,1031000,713400,F,Rank 2,Rejected
44,759000,519200,F,Rank 3,Rejected
28,489000,717750,F,Rank 3,Rejected
29,327000,753280,F,Rank 3,Rejected
43,720000,783200,F,Rank 3,Rejected
37,962000,629520,F,Rank 2,Rejected
68,1082000,667040,F,Rank 2,Rejected
30,496000,595980,F,Rank 3,Rejected
27,387000,731670,F,Rank 3,Rejected
38,672000,1080350,F,Rank 3,Rejected
52,1211000,608020,F,Rank 2,Rejected
45,717000,643280,F,Rank 3,Rejected
29,348000,1070150,F,Rank 3,Rejected
25,267000,804100,F,Rank 1,Rejected
29,456000,748000,F,Rank 1,Rejected
52,1190000,191760,F,Rank 2,Rejected
40,1030000,1071000,F,Rank 2,Rejected
67,850000,669940,F,Rank 2,Rejected
25,179000,333520,F,Rank 3,Rejected
51,1140000,927520,F,Rank 2,Rejected
46,796000,717200,F,Rank 3,Rejected
44,930000,1149550,F,Rank 1,Rejected
27,576000,993300,F,Rank 3,Rejected
48,654000,267840,F,Rank 3,Rejected
57,1031000,328520,F,Rank 2,Rejected
52,1183000,1007600,F,Rank 2,Rejected
40,1059000,1008000,F,Rank 2,Rejected
67,816000,960080,F,Rank 2,Rejected
61,950000,1065720,F,Rank 1,Rejected
42,1013000,980320,F,Rank 2,Rejected
38,974000,564080,F,Rank 1,Rejected
60,1090000,1085280,F,Rank 2,Rejected
27,580000,731670,F,Rank 3,Rejected
69,859000,655320,F,Rank 2,Rejected
46,846000,509520,F,Rank 2,Rejected
68,1055000,1188300,F,Rank 2,Rejected
53,1253000,620060,F,Rank 2,Rejected
51,1180000,454960,F,Rank 2,Rejected
27,587000,819540,F,Rank 3,Rejected
59,903000,1110100,F,Rank 1,Rejected
37,972000,765600,F,Rank 1,Rejected
33,542000,882180,F,Rank 3,Rejected
34,531000,761960,F,Rank 3,Rejected
47,997000,850540,F,Rank 2,Rejected
39,874000,895230,F,Rank 2,Rejected
40,704000,853980,F,Rank 3,Rejected
57,1054000,768210,F,Rank 2,Rejected
30,447000,189050,F,Rank 3,Rejected
33,491000,853470,F,Rank 3,Rejected
48,845000,804960,F,Rank 1,Rejected
67,1061000,759380,F,Rank 2,Rejected
37,650000,341910,F,Rank 3,Rejected
40,1035000,869460,F,Rank 1,Rejected
61,715000,1058400,F,Rank 3,Rejected
53,1103000,672510,F,Rank 2,Rejected
58,1021000,255680,F,Rank 2,Rejected
48,713000,358160,F,Rank 3,Rejected
60,757000,921360,F,Rank 3,Rejected
42,847000,1162800,F,Rank 2,Rejected
26,458000,675990,F,Rank 3,Rejected
25,175000,699600,F,Rank 3,Rejected
34,380000,1101600,F,Rank 3,Rejected
44,1031000,320780,F,Rank 2,Rejected
55,1269000,394740,F,Rank 2,Rejected
64,847000,445480,F,Rank 1,Rejected
42,746000,921330,F,Rank 3,Rejected
52,1224000,506540,F,Rank 2,Rejected
58,953000,1153700,F,Rank 1,Rejected
36,1082000,742720,F,Rank 2,Rejected
39,990000,1114680,F,Rank 2,Rejected
69,1076000,824760,F,Rank 2,Rejected
27,431000,399900,F,Rank 3,Rejected
47,1033000,878060,F,Rank 2,Rejected
49,815000,689040,F,Rank 2,Rejected
60,998000,1023400,F,Rank 2,Rejected
40,863000,533280,F,Rank 2,Rejected
53,1171000,1040160,F,Rank 2,Rejected
51,1259000,553840,F,Rank 2,Rejected
40,671000,586960,F,Rank 3,Rejected
41,997000,523740,F,Rank 2,Rejected
31,584000,976140,F,Rank 3,Rejected
62,1068000,743040,F,Rank 2,Rejected
31,334000,769120,F,Rank 3,Rejected
31,393000,226560,F,Rank 1,Rejected
28,467000,836000,F,Rank 3,Rejected
33,487000,808230,F,Rank 3,Rejected
69,885000,850860,F,Rank 1,Rejected
50,1152000,375840,F,Rank 2,Rejected
51,1189000,272310,F,Rank 2,Rejected
41,746000,645860,F,Rank 1,Rejected
26,587000,1104600,F,Rank 3,Rejected
39,977000,1058400,F,Rank 2,Rejected
27,353000,1108400,F,Rank 3,Rejected
59,932000,1037000,F,Rank 2,Rejected
34,383000,468700,F,Rank 3,Rejected
35,347000,1010070,F,Rank 3,Rejected
66,1099000,907300,F,Rank 1,Rejected
60,983000,539220,F,Rank 2,Rejected
63,804000,918720,F,Rank 2,Rejected
54,1266000,689040,F,Rank 2,Rejected
70,720000,1018080,F,Rank 3,Rejected
68,893000,1030030,F,Rank 1,Rejected
32,318000,1097880,F,Rank 3,Rejected
58,701000,876960,F,Rank 3,Rejected
43,780000,474150,F,Rank 1,Rejected
64,962000,262740,F,Rank 2,Rejected
25,294000,646720,F,Rank 3,Rejected
48,755000,594880,F,Rank 3,Rejected
32,484000,430860,F,Rank 3,Rejected
57,1070000,704700,F,Rank 2,Rejected
45,1048000,1044960,F,Rank 2,Rejected
47,946000,392480,F,Rank 2,Rejected
50,1139000,729930,F,Rank 2,Rejected
64,995000,418880,F,Rank 2,Rejected
69,1057000,1029840,F,Rank 2,Rejected
41,879000,755920,F,Rank 2,Rejected
27,354000,1074020,F,Rank 3,Rejected
39,715000,509980,F,Rank 3,Rejected
69,947000,832480,F,Rank 2,Rejected
51,1292000,515910,F,Rank 2,Rejected
35,367000,1064060,F,Rank 3,Rejected
38,864000,948640,F,Rank 2,Rejected
51,1182000,852720,F,Rank 2,Rejected
56,1123000,766480,F,Rank 2,Rejected
61,882000,1134750,F,Rank 2,Rejected
34,433000,1098720,F,Rank 3,Rejected
43,859000,336690,F,Rank 2,Rejected
58,1019000,557670,F,Rank 2,Rejected
46,800000,711660,F,Rank 2,Rejected
60,905000,1114690,F,Rank 2,Rejected
49,707000,665550,F,Rank 1,Rejected
27,364000,146880,F,Rank 3,Rejected
59,950000,1104730,F,Rank 2,Rejected
54,1212000,291450,F,Rank 1,Rejected
58,861000,645920,F,Rank 2,Rejected
64,865000,635360,F,Rank 2,Rejected
56,1252000,682080,F,Rank 2,Rejected
55,1153000,413600,F,Rank 2,Rejected
65,874000,510690,F,Rank 2,Rejected
42,654000,906440,F,Rank 3,Rejected
53,1238000,376640,F,Rank 2,Rejected
58,1041000,1009360,F,Rank 2,Rejected
33,309000,223720,F,Rank 3,Rejected
38,622000,281010,F,Rank 3,Rejected
28,332000,1046640,F,Rank 3,Rejected
41,770000,969220,F,Rank 3,Rejected
41,999000,404550,F,Rank 2,Rejected
58,957000,862580,F,Rank 2,Rejected
64,1040000,626080,F,Rank 2,Rejected
32,453000,411080,F,Rank 3,Rejected
64,968000,644160,F,Rank 2,Rejected
29,337000,278400,F,Rank 3,Rejected
62,893000,795180,F,Rank 2,Rejected
45,616000,795180,F,Rank 3,Rejected
27,550000,837640,F,Rank 3,Rejected
26,496000,813450,F,Rank 3,Rejected
25,251000,280720,F,Rank 3,Rejected
28,349000,825600,F,Rank 3,Rejected
66,942000,936120,F,Rank 2,Rejected
50,1220000,1099050,F,Rank 2,Rejected
51,1227000,941600,F,Rank 2,Rejected
64,951000,552640,F,Rank 2,Rejected
58,894000,693160,F,Rank 2,Rejected
67,760000,435870,F,Rank 3,Rejected
58,1078000,1114350,F,Rank 2,Rejected
66,932000,843920,F,Rank 2,Rejected
27,529000,742980,F,Rank 3,Rejected
27,339000,451500,F,Rank 3,Rejected
46,673000,750780,F,Rank 1,Rejected
69,701000,844770,F,Rank 3,Rejected
62,949000,970920,F,Rank 2,Rejected
43,876000,1121330,F,Rank 2,Rejected
69,999000,923940,F,Rank 2,Rejected
57,843000,957870,F,Rank 2,Rejected
41,907000,1090320,F,Rank 2,Rejected
51,1285000,750810,F,Rank 2,Rejected
43,1066000,1073190,F,Rank 2,Rejected
38,744000,615760,F,Rank 3,Rejected
67,879000,308880,F,Rank 2,Rejected
60,743000,643800,F,Rank 3,Rejected
35,434000,797220,F,Rank 3,Rejected
67,1096000,1116350,F,Rank 2,Rejected
67,995000,651630,F,Rank 2,Rejected
43,1045000,185250,F,Rank 2,Rejected
54,1292000,175570,F,Rank 2,Rejected
59,1038000,868560,F,Rank 2,Rejected
28,323000,1156680,F,Rank 3,Rejected
66,787000,1023400,F,Rank 3,Rejected
65,876000,895260,F,Rank 2,Rejected
40,719000,803880,F,Rank 3,Rejected
48,999000,1030030,F,Rank 2,Rejected
68,1030000,649440,F,Rank 2,Rejected
26,349000,428040,F,Rank 3,Rejected
56,1148000,936540,F,Rank 2,Rejected
70,813000,693390,F,Rank 2,Rejected
68,1020000,276060,F,Rank 2,Rejected
33,508000,1099560,F,Rank 3,Rejected
46,611000,720360,F,Rank 3,Rejected
58,891000,804320,F,Rank 2,Rejected
42,1064000,974400,F,Rank 1,Rejected
27,561000,602000,F,Rank 3,Rejected
67,1090000,834240,F,Rank 2,Rejected
42,802000,782130,F,Rank 2,Rejected
43,746000,1039550,F,Rank 3,Rejected
67,768000,1028340,F,Rank 3,Rejected
44,811000,270720,F,Rank 2,Rejected
40,658000,968880,F,Rank 3,Rejected
55,1183000,1013760,F,Rank 2,Rejected
51,1190000,275420,F,Rank 2,Rejected
54,1247000,575940,F,Rank 2,Rejected
60,1026000,1056720,F,Rank 2,Rejected
67,844000,624660,F,Rank 2,Rejected
38,761000,573330,F,Rank 1,Rejected
39,1055000,911760,F,Rank 2,Rejected
35,522000,641190,F,Rank 3,Rejected
59,1065000,621280,F,Rank 2,Rejected
34,329000,709050,F,Rank 3,Rejected
66,1034000,709500,F,Rank 2,Rejected
66,961000,993540,F,Rank 2,Rejected
43,921000,527180,F,Rank 2,Rejected
70,751000,344520,F,Rank 3,Rejected
58,812000,1017580,F,Rank 2,Rejected
60,939000,545600,F,Rank 2,Rejected
51,1289000,1127970,F,Rank 2,Rejected
59,931000,878060,F,Rank 2,Rejected
65,903000,1101410,F,Rank 2,Rejected
37,934000,805620,F,Rank 2,Rejected
60,849000,1035300,F,Rank 1,Rejected
35,505000,778300,F,Rank 3,Rejected
25,280000,415380,F,Rank 3,Rejected
63,952000,772640,F,Rank 2,Rejected
36,754000,876960,F,Rank 3,Rejected
38,778000,1104150,F,Rank 3,Rejected
57,711000,783200,F,Rank 3,Rejected
28,393000,1119670,F,Rank 3,Rejected
56,1280000,1086300,F,Rank 2,Rejected
64,728000,567600,F,Rank 3,Rejected
33,597000,705570,F,Rank 3,Rejected
58,841000,799040,F,Rank 2,Rejected
30,549000,396720,F,Rank 1,Rejected
42,1029000,248900,F,Rank 1,Rejected
69,780000,952650,F,Rank 3,Rejected
52,1262000,320320,F,Rank 2,Rejected
65,745000,348000,F,Rank 3,Rejected
47,1052000,771690,F,Rank 2,Rejected
47,623000,981260,F,Rank 3,Rejected
49,628000,1130500,F,Rank 3,Rejected
52,1170000,938080,F,Rank 2,Rejected
67,766000,1159400,F,Rank 3,Rejected
54,1152000,741240,F,Rank 2,Rejected
39,686000,324720,F,Rank 3,Rejected
58,748000,970640,F,Rank 3,Rejected
59,861000,821300,F,Rank 2,Rejected
41,831000,883920,F,Rank 2,Rejected
56,1188000,1026600,F,Rank 2,Rejected
59,1078000,793760,F,Rank 2,Rejected
65,799000,1034880,F,Rank 3,Rejected
46,723000,1113500,F,Rank 3,Rejected
42,915000,455010,F,Rank 2,Rejected
66,1065000,970080,F,Rank 2,Rejected
70,1044000,1134610,F,Rank 2,Rejected
41,1016000,1057420,F,Rank 2,Rejected
66,796000,341040,F,Rank 3,Rejected
45,796000,1010240,F,Rank 3,Rejected
46,1003000,548240,F,Rank 2,Rejected
26,483000,389760,F,Rank 3,Rejected
68,799000,409200,F,Rank 3,Rejected
63,923000,1027650,F,Rank 2,Rejected
35,582000,831620,F,Rank 3,Rejected
29,399000,992440,F,Rank 3,Rejected
46,1080000,1050780,F,Rank 2,Rejected
37,828000,689920,F,Rank 2,Rejected
47,879000,357570,F,Rank 2,Rejected
63,782000,971800,F,Rank 3,Rejected
60,924000,1034450,F,Rank 2,Rejected
43,740000,697460,F,Rank 1,Rejected
68,912000,522020,F,Rank 2,Rejected
42,1077000,446340,F,Rank 1,Rejected
37,1044000,308850,F,Rank 2,Rejected
69,852000,400400,F,Rank 2,Rejected
25,254000,854840,F,Rank 3,Rejected
59,994000,800400,F,Rank 2,Rejected
58,772000,276920,F,Rank 3,Rejected
52,1239000,729280,F,Rank 2,Rejected
49,628000,682080,F,Rank 3,Rejected
58,1009000,1086120,F,Rank 2,Rejected
62,829000,835060,F,Rank 2,Rejected
65,709000,310590,F,Rank 3,Rejected
62,706000,927080,F,Rank 3,Rejected
34,393000,745360,F,Rank 3,Rejected
50,1101000,923120,F,Rank 2,Rejected
38,1011000,1016160,F,Rank 2,Rejected
63,784000,1190000,F,Rank 3,Rejected
50,1167000,1045800,F,Rank 2,Rejected
53,1281000,607200,F,Rank 1,Rejected
49,805000,1020850,F,Rank 2,Rejected
26,337000,528090,F,Rank 3,Rejected
51,1157000,1107960,F,Rank 2,Rejected
36,771000,357280,F,Rank 3,Rejected
27,339000,1053150,F,Rank 3,Rejected
39,828000,716380,F,Rank 1,Rejected
30,461000,767360,F,Rank 3,Rejected
64,881000,881310,F,Rank 1,Rejected
56,1284000,1100400,F,Rank 2,Rejected
64,1010000,512160,F,Rank 2,Rejected
48,835000,733580,F,Rank 2,Rejected
39,1074000,423280,F,Rank 1,Rejected
31,405000,711220,F,Rank 3,Rejected
56,1172000,503730,F,Rank 2,Rejected
26,424000,739600,F,Rank 3,Rejected
67,1018000,816060,F,Rank 2,Rejected
39,1097000,1137930,F,Rank 2,Rejected
47,804000,347600,F,Rank 1,Rejected
47,924000,989190,F,Rank 1,Rejected
38,878000,522870,F,Rank 2,Rejected
62,894000,1071000,F,Rank 2,Rejected
38,756000,955680,F,Rank 3,Rejected
43,887000,343140,F,Rank 2,Rejected
46,848000,1099050,F,Rank 2,Rejected
58,1000000,1005130,F,Rank 2,Rejected
65,807000,250040,F,Rank 2,Rejected
63,708000,634480,F,Rank 3,Rejected
25,258000,1096430,F,Rank 3,Rejected
28,543000,609740,F,Rank 3,Rejected
34,363000,848820,F,Rank 3,Rejected
67,863000,560560,F,Rank 2,Rejected
26,335000,358160,F,Rank 3,Rejected
34,579000,1060740,F,Rank 3,Rejected
59,873000,374100,F,Rank 2,Rejected
68,799000,1062500,F,Rank 3,Rejected
36,628000,1030030,F,Rank 3,Rejected
44,988000,1006200,F,Rank 2,Rejected
35,366000,823680,F,Rank 3,Rejected
29,342000,288840,F,Rank 3,Rejected
36,758000,769700,F,Rank 3,Rejected
49,792000,537660,F,Rank 1,Rejected
38,797000,938260,F,Rank 3,Rejected
54,1142000,638980,F,Rank 2,Rejected
60,835000,396460,F,Rank 2,Rejected
37,635000,1118840,F,Rank 3,Rejected
29,542000,1025120,F,Rank 3,Rejected
61,853000,528090,F,Rank 2,Rejected
38,983000,276920,F,Rank 2,Rejected
64,963000,358440,F,Rank 2,Rejected
66,837000,1026480,F,Rank 2,Rejected
48,694000,183360,F,Rank 3,Rejected
49,830000,1088000,F,Rank 2,Rejected
42,621000,535780,F,Rank 3,Rejected
52,1212000,599280,F,Rank 2,Rejected
62,704000,1070160,F,Rank 3,Rejected
69,940000,922780,F,Rank 2,Rejected
47,1023000,1048050,F,Rank 2,Rejected
52,1224000,642400,F,Rank 2,Rejected
39,670000,343140,F,Rank 3,Rejected
36,992000,734440,F,Rank 2,Rejected
25,174000,851730,F,Rank 3,Rejected
37,983000,627440,F,Rank 2,Rejected
31,546000,632720,F,Rank 3,Rejected
48,610000,722480,F,Rank 3,Rejected
30,303000,314070,F,Rank 3,Rejected
52,1281000,996740,F,Rank 2,Rejected
34,441000,263040,F,Rank 1,Rejected
45,1098000,1044140,F,Rank 2,Rejected
40,637000,934560,F,Rank 3,Rejected
33,507000,623790,F,Rank 3,Rejected
50,1100000,529760,F,Rank 2,Rejected
47,853000,711920,F,Rank 1,Rejected
45,680000,468160,F,Rank 3,Rejected
26,515000,784320,F,Rank 1,Rejected
51,1209000,722970,F,Rank 2,Rejected
42,1028000,171950,F,Rank 2,Rejected
34,301000,990880,F,Rank 3,Rejected
51,1150000,788220,F,Rank 2,Rejected
55,1155000,172960,F,Rank 2,Rejected
39,716000,675960,F,Rank 3,Rejected
67,1058000,1099750,F,Rank 2,Rejected
35,547000,983840,F,Rank 3,Rejected
26,432000,1044650,F,Rank 3,Rejected
69,712000,719490,F,Rank 3,Rejected
55,1133000,547820,F,Rank 2,Rejected
66,886000,886530,F,Rank 2,Rejected
33,318000,1088000,F,Rank 3,Rejected
32,430000,307120,F,Rank 1,Rejected
50,1203000,947760,F,Rank 2,Rejected
59,1016000,1144950,F,Rank 2,Rejected
36,893000,971520,F,Rank 1,Rejected
29,413000,840420,F,Rank 3,Rejected
40,828000,876340,F,Rank 2,Rejected
53,1170000,711920,F,Rank 2,Rejected
34,334000,1088130,F,Rank 3,Rejected
39,791000,1067640,F,Rank 3,Rejected
39,914000,737020,F,Rank 2,Rejected
52,1112000,876090,F,Rank 2,Rejected
39,1023000,1137930,F,Rank 2,Rejected
36,915000,1050720,F,Rank 2,Rejected
49,1046000,792880,F,Rank 2,Rejected
37,903000,1014800,F,Rank 2,Rejected
59,1093000,1097260,F,Rank 2,Rejected
57,858000,538530,F,Rank 2,Rejected
48,960000,951160,F,Rank 2,Rejected
47,662000,689720,F,Rank 3,Rejected
25,263000,473000,F,Rank 3,Rejected
66,1023000,337120,F,Rank 2,Rejected
62,1091000,1016160,F,Rank 2,Rejected
62,1075000,694880,F,Rank 2,Rejected
26,391000,319920,F,Rank 3,Rejected
32,538000,581160,F,Rank 3,Rejected
41,713000,761960,F,Rank 1,Rejected
38,657000,918480,F,Rank 3,Rejected
48,870000,742110,F,Rank 2,Rejected
69,1069000,532340,F,Rank 1,Rejected
35,375000,274560,F,Rank 3,Rejected
47,964000,920460,F,Rank 2,Rejected
65,871000,717750,F,Rank 1,Rejected
50,1217000,410640,F,Rank 2,Rejected
66,852000,831720,F,Rank 1,Rejected
36,743000,872080,F,Rank 3,Rejected
54,1108000,437740,F,Rank 2,Rejected
65,1004000,922240,F,Rank 2,Rejected
50,1232000,479370,F,Rank 1,Rejected
25,230000,1037400,F,Rank 3,Rejected
59,895000,980400,F,Rank 2,Rejected
28,352000,358620,F,Rank 3,Rejected
59,864000,674240,F,Rank 2,Rejected
67,904000,376680,F,Rank 1,Rejected
59,975000,602040,F,Rank 2,Rejected
31,336000,401620,F,Rank 3,Rejected
26,346000,691680,F,Rank 3,Rejected
35,330000,459360,F,Rank 3,Rejected
57,833000,300080,F,Rank 2,Rejected
30,515000,719820,F,Rank 3,Rejected
42,897000,937400,F,Rank 2,Rejected
70,960000,1088850,F,Rank 2,Rejected
25,289000,1070160,F,Rank 3,Rejected
65,714000,942480,F,Rank 3,Rejected
61,734000,544720,F,Rank 1,Rejected
67,857000,1026480,F,Rank 2,Rejected
47,949000,991580,F,Rank 2,Rejected
60,1066000,297540,F,Rank 2,Rejected
54,1101000,545240,F,Rank 2,Rejected
44,976000,754220,F,Rank 2,Rejected
64,812000,716320,F,Rank 2,Rejected
69,744000,765400,F,Rank 3,Rejected
47,1058000,1026600,F,Rank 1,Rejected
58,925000,602000,F,Rank 2,Rejected
25,206000,1094770,F,Rank 1,Rejected
60,820000,529760,F,Rank 1,Rejected
30,490000,945690,F,Rank 3,Rejected
58,991000,544720,F,Rank 2,Rejected
52,1204000,986480,F,Rank 2,Rejected
47,767000,1088960,F,Rank 3,Rejected
41,612000,947430,F,Rank 3,Rejected
33,471000,144400,F,Rank 3,Rejected
27,512000,542660,F,Rank 3,Rejected
